Date,System,Plot Location,Monitoring Period,Location ID,Color ID,Month,Year,Latitude,Longitude,Depth (m),Average Flow Speed (mps),Maximum Flow Speed (mps),Survival Percentage (%),Number of Days,Living Mussel Count,Ash Free Dry Weight (g),Cooked Flesh Weight (g),Individual Weight (g),Mussel Size Measure,Shell Length (mm),Growth (g per day),Growth (mm per day),Median SST (C),Mode SST (C),Median Chlorophyll (mg per m3),Mode Chlorophyll (mg per m3),Median Turbidity (NTU),Mode Turbidity (NTU),Precipitation
2021-04-19,OS,Hammen 102,0.0,6,palegreen,April,2021.0,51.64883,3.8421,-9.48,0.29,0.68,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.029174804854367,8.029174804854367,2.5127292052469583,2.5127292052469583,2.614171587837209,2.614171587837209,888.0
2021-05-28,OS,Hammen 102,1.0,6,palegreen,Mei,2021.0,51.64883,3.8421,-9.48,0.29,0.68,92.85714286,39.0,75.0,0.2661923333333333,32.516644,5.776923,120.373511,41.063538,0.0395,0.1169,10.015156475728157,9.361702637656032,3.1063112640856034,1.3115685712851086,2.8558051879787234,1.897926181666667,1450.0
2021-06-15,OS,Hammen 102,2.0,6,palegreen,Juni,2021.0,51.64883,3.8421,-9.48,0.29,0.68,92.85714286,18.0,68.5,0.406549,33.557728,7.130308,98.048532,43.513077,0.0752,0.1361,15.90042757524272,17.28001701901295,2.072725723942932,1.275581471686574,2.3767896733788394,2.3691738781176475,1994.0
2021-07-27,OS,Hammen 102,3.0,6,palegreen,Juli,2021.0,51.64883,3.8421,-9.48,0.29,0.68,90.0,42.0,62.0,0.4759943333333333,35.875716,9.650159,73.005089,48.135397,0.06,0.1101,18.174252121359224,18.22484079611651,2.0037899838765822,1.178206938556123,1.9622660887963344,1.6339554449999998,1092.0
2021-09-08,OS,Hammen 102,4.0,6,palegreen,Augustus,2021.0,51.64883,3.8421,-9.48,0.29,0.68,84.28571429,43.0,67.5,0.5682936666666666,33.908497,12.091864,58.597958,52.166271,0.0568,0.0937,19.11331048543689,19.31494260610264,1.681973342988759,1.567951096225336,3.1824910008130085,3.0075981666532257,1714.0
2021-09-28,OS,Hammen 102,5.0,6,palegreen,September,2021.0,51.64883,3.8421,-9.48,0.29,0.68,80.0,20.0,77.0,0.7307045000000001,29.360153,12.801607,55.429434,52.514464,0.0355,0.0174,18.74005839805825,18.435146155339805,1.5617578753238868,1.6170564304707693,2.1665960068070444,2.36276001931418,342.0
2021-10-23,OS,Hammen 102,6.0,6,palegreen,Oktober,2021.0,51.64883,3.8421,-9.48,0.29,0.68,84.28571429,25.0,60.0,0.7324093333333334,25.052852,13.789831,51.554465,53.941017,0.0395,0.0571,15.644591898058252,15.061596666262137,1.088924381928934,0.6747362727744275,4.478878475315985,4.825058371269232,1706.0
2022-04-11,OS,Hammen 102,0.0,6,palegreen,April,2022.0,51.64883,3.8421,-9.48,0.29,0.68,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.554650669902912,8.554650669902912,0.9927641786472148,0.9927641786472148,2.1845184656387664,2.1845184656387664,752.0
2022-05-17,OS,Hammen 102,1.0,6,palegreen,Mei,2022.0,51.64883,3.8421,-9.48,0.29,0.68,93.0,36.0,75.0,0.2661923333333333,25.09,5.26,131.801521,38.4,0.0297,0.0939,11.510816135922331,11.425187563106796,2.295930287802176,1.6275669396042125,2.6875271251498223,2.169543928311404,780.0
2022-06-14,OS,Hammen 102,2.0,6,palegreen,Juni,2022.0,51.64883,3.8421,-9.48,0.29,0.68,35.0,28.0,68.5,0.406549,31.226262,7.020952,99.536611,42.72619,0.0629,0.1545,16.023533844660193,15.581898228964402,2.416535922527016,0.7916407769676701,3.360236369079976,2.9835041765050168,1406.0
2022-07-12,OS,Hammen 102,3.0,6,palegreen,Juli,2022.0,51.64883,3.8421,-9.48,0.29,0.68,68.33333333,28.0,62.0,0.4759943333333333,32.116768,8.647561,81.242613,45.13439,0.0581,0.086,18.94754772815534,18.51009161407767,1.6963910646558775,2.238952177549152,2.165513818360543,1.81325434375,558.0
2022-08-15,OS,Hammen 102,4.0,6,palegreen,Augustus,2022.0,51.64883,3.8421,-9.48,0.29,0.68,50.0,34.0,67.5,0.5682936666666666,40.192489,11.290667,62.646947,49.541,0.0777,0.1296,21.08184525728156,20.86590602981969,2.169520550502882,1.625053439724967,2.4367372334194908,2.5104877054166668,470.0
2022-09-13,OS,Hammen 102,5.0,6,palegreen,September,2022.0,51.64883,3.8421,-9.48,0.29,0.68,50.0,29.0,77.0,0.7307045000000001,33.053642,11.322,62.477971,50.0,0.0011,0.0158,21.26990270873786,22.2683121472492,2.06905601525641,2.13140040311138,2.565006737578493,3.5549328883624507,4928.0
2022-10-11,OS,Hammen 102,6.0,6,palegreen,Oktober,2022.0,51.64883,3.8421,-9.48,0.29,0.68,60.0,28.0,60.0,0.7324093333333334,29.356406,11.895,59.542934,50.938611,0.0205,0.0335,17.199640597087374,15.68057069660194,1.8927177734559115,1.312586911428571,4.206588319186975,1.538369987,1122.0
2017-04-29,OS,Hammen 174,0.0,2,orange,April,2017.0,51.63647,3.74632,-1.54,0.19,0.6,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,10.95327756930693,10.95327756930693,3.572373109294872,3.572373109294872,2.6247810287730062,2.6247810287730062,398.0
2017-06-01,OS,Hammen 174,1.0,2,orange,Mei,2017.0,51.63647,3.74632,-1.54,0.19,0.6,80.0,33.0,64.0,0.224688,33.477633,3.248438,210.961126,34.358481,0.0263,0.1227,12.58414,11.413524199434232,2.40638666034955,1.121633060875,2.393142589411765,2.285265052873563,492.0
2017-06-27,OS,Hammen 174,2.0,2,orange,Juni,2017.0,51.63647,3.74632,-1.54,0.19,0.6,77.5,26.0,62.0,0.380898,32.331809,4.93871,140.244134,39.518056,0.065,0.1984,18.001659628712872,19.50547934777228,1.7428433428571428,0.9360193954166666,3.3030491060424025,3.376851400978836,436.0
2017-07-26,OS,Hammen 174,3.0,2,orange,Juli,2017.0,51.63647,3.74632,-1.54,0.19,0.6,76.25,29.0,61.0,0.522993,34.2418,6.442131,108.243096,42.839437,0.0518,0.1145,19.80685184158416,19.33211546452145,1.521859340619469,0.9338474461209628,3.7036466625,3.255584139793388,2766.0
2017-08-28,OS,Hammen 174,4.0,2,orange,Augustus,2017.0,51.63647,3.74632,-1.54,0.19,0.6,58.75,33.0,62.0,0.639375,33.295775,7.729839,90.629486,45.106944,0.039,0.0687,19.36448503960396,19.3102569115983,2.701351790651064,1.1963602989,3.9486552961354575,1.842323042,2266.0
2017-09-28,OS,Hammen 174,5.0,2,orange,September,2017.0,51.63647,3.74632,-1.54,0.19,0.6,66.25,31.0,53.0,0.79592,34.351433,10.007547,70.462997,49.17,0.0735,0.1311,17.57705900990099,16.479394979372938,1.2412505681818184,0.9953050484925152,2.7590714513513515,1.5330394229481792,3044.0
2017-11-03,OS,Hammen 174,6.0,2,orange,Oktober,2017.0,51.63647,3.74632,-1.54,0.19,0.6,71.25,36.0,57.0,0.828789,27.742458,11.921053,59.416108,52.87,0.0532,0.1028,14.853728955445543,14.80221773700495,2.5783364540411844,1.8905953644142155,5.6882101090625,6.498027144121213,1278.0
2018-04-16,OS,Hammen 174,0.0,2,orange,April,2018.0,51.63647,3.74632,-1.54,0.19,0.6,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.416853202970296,8.416853202970296,2.985004107037826,2.985004107037826,3.260259643187251,3.260259643187251,1454.0
2018-05-15,OS,Hammen 174,1.0,2,orange,Mei,2018.0,51.63647,3.74632,-1.54,0.19,0.6,82.5,29.0,66.0,0.261261,30.123292,4.54697,152.003659,38.891515,0.0151,0.0776,10.859752430693066,10.683765650577556,2.985004107037826,2.985004107037826,3.260259643187251,3.260259643187251,1566.0
2018-06-15,OS,Hammen 174,2.0,2,orange,Juni,2018.0,51.63647,3.74632,-1.54,0.19,0.6,78.75,31.0,63.0,0.468465,31.520155,6.536508,106.719654,43.12,0.0642,0.1364,15.251327698019802,13.535471729785478,1.8705936450233485,1.750030184161364,3.79222035452376,3.120944761069701,106.0
2018-07-18,OS,Hammen 174,3.0,2,orange,Juli,2018.0,51.63647,3.74632,-1.54,0.19,0.6,82.5,33.0,66.0,0.632279,31.41,8.42,83.381066,46.47,0.0571,0.1015,18.894425495049507,18.99568076096181,2.6150740789723788,1.916548356988302,3.9756607706679263,2.3407838613540832,288.0
2018-08-21,OS,Hammen 174,4.0,2,orange,Augustus,2018.0,51.63647,3.74632,-1.54,0.19,0.6,75.0,34.0,60.0,0.843658,31.254703,9.9665,70.745811,48.48,0.0455,0.0591,21.59624367326733,22.248104275106083,2.169082007754448,0.8356092196733135,3.702605386721992,4.709813815707992,1784.0
2018-10-05,OS,Hammen 174,5.0,2,orange,September,2018.0,51.63647,3.74632,-1.54,0.19,0.6,67.54761904799999,45.0,53.0,0.879616,32.131659,12.316154,57.557693,52.800923,0.0522,0.096,18.52329816831683,18.92830423620933,2.3291504105639094,1.9410164317382328,1.6542168954861112,1.1776517556250004,1048.0
2018-10-20,OS,Hammen 174,6.0,2,orange,Oktober,2018.0,51.63647,3.74632,-1.54,0.19,0.6,63.75,15.0,51.0,1.063353,30.631082,13.701961,51.876657,54.91,0.0924,0.1406,15.855812341584157,15.777200955940591,1.509714496875,1.2372026036631945,2.063641275,1.1550707972130176,1546.0
2019-04-12,OS,Hammen 174,0.0,2,orange,April,2019.0,51.63647,3.74632,-1.54,0.19,0.6,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.067703405940597,9.067703405940597,0.4545444789,0.4545444789,5.15796339375,5.15796339375,366.0
2019-05-22,OS,Hammen 174,1.0,2,orange,Mei,2019.0,51.63647,3.74632,-1.54,0.19,0.6,81.25,40.0,65.0,0.2809649999999999,30.888516,3.670769,187.26998,34.602462,0.0233,0.0703,11.633629235148517,11.887657690947666,5.692648517256397,1.8941990132381457,4.698789932423914,4.362102057135923,578.0
2019-06-19,OS,Hammen 174,2.0,2,orange,Juni,2019.0,51.63647,3.74632,-1.54,0.19,0.6,51.0,28.0,62.5,0.387729,14.29,5.84,119.106224,40.89,0.0775,0.2246,15.874653881188117,16.16745804331683,1.403521308288806,1.5753477091323531,3.458441874594594,2.1497281617289072,1320.0
2019-07-17,OS,Hammen 174,3.0,2,orange,Juli,2019.0,51.63647,3.74632,-1.54,0.19,0.6,70.0,28.0,63.5,0.765068,31.37,8.54,82.239711,46.63,0.0964,0.205,18.775113227722773,19.38936738448845,2.748864286596872,2.479274833634343,2.884835792268109,1.4603289465263156,1062.0
2019-08-23,OS,Hammen 174,4.0,2,orange,Augustus,2019.0,51.63647,3.74632,-1.54,0.19,0.6,60.0,37.0,61.0,0.910842,30.885116,11.75,60.258944,50.7,0.0868,0.11,19.967673435643565,20.349564521216404,1.5187354992633928,1.7855272389508197,3.156993106495328,1.098148216252459,1026.0
2019-09-23,OS,Hammen 174,5.0,2,orange,September,2019.0,51.63647,3.74632,-1.54,0.19,0.6,51.25,31.0,53.0,0.963312,27.578854,14.297805,49.768539,54.454634,0.0822,0.1211,18.4113025990099,18.094646415841588,2.137074370067832,2.193932997732401,4.537949020543982,4.481385665308748,1606.0
2019-10-20,OS,Hammen 174,6.0,2,orange,Oktober,2019.0,51.63647,3.74632,-1.54,0.19,0.6,57.5,27.0,54.0,0.970804,23.076923,15.00087,47.493846,55.671087,0.026,0.0451,15.173209,15.449496201320134,1.3922237418242045,1.411896632,5.260168673392856,5.987517060568182,2062.0
2020-04-15,OS,Hammen 174,0.0,2,orange,April,2020.0,51.63647,3.74632,-1.54,0.19,0.6,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,9.947414277227724,9.947414277227724,4.373402598245614,4.373402598245614,5.129111862693266,5.129111862693266,310.0
2020-05-12,OS,Hammen 174,1.0,2,orange,Mei,2020.0,51.63647,3.74632,-1.54,0.19,0.6,97.14285714,27.0,65.0,0.356946,31.502506,4.870294,142.163835,39.43,0.0108,0.0856,12.218267472772276,12.555317219059408,3.635993754545455,3.092024737318181,3.0693533844036702,3.182705374444444,148.0
2020-06-18,OS,Hammen 174,2.0,2,orange,Juni,2020.0,51.63647,3.74632,-1.54,0.19,0.6,87.14285714,37.0,62.5,0.471982,30.313922,7.02377,99.497689,44.131475,0.0582,0.1271,15.569999767326737,15.963174021570012,2.436205755894786,2.561184609727273,6.182048089271337,2.9638883509077383,2828.0
2020-07-15,OS,Hammen 174,3.0,2,orange,Juli,2020.0,51.63647,3.74632,-1.54,0.19,0.6,92.85714286,27.0,63.5,0.6401133333333333,31.943716,8.211077,85.448818,46.09,0.044,0.0725,18.42214784158416,18.12072435189769,2.6271818209880005,2.0828554896551728,2.796805592136552,3.3549786566384183,1466.0
2020-09-02,OS,Hammen 174,4.0,2,orange,Augustus,2020.0,51.63647,3.74632,-1.54,0.19,0.6,90.0,49.0,61.0,0.7979583333333333,35.536364,10.47619,67.389184,50.27,0.0462,0.0853,20.03715772277228,18.81713380693069,1.6128255069565218,1.4954705748,3.007583786494424,3.2640363043589744,1240.0
2020-10-17,OS,Hammen 174,5.0,2,orange,September,2020.0,51.63647,3.74632,-1.54,0.19,0.6,80.0,45.0,53.0,0.879616,37.205393,10.728571,65.843709,51.07,0.0056,0.0178,18.428821772277228,18.6083893539604,1.8437987011081969,1.187597163214286,3.2302048556904364,1.3382415191666666,2224.0
2020-11-10,OS,Hammen 174,6.0,2,orange,Oktober,2020.0,51.63647,3.74632,-1.54,0.19,0.6,90.0,24.0,54.0,0.9543153333333332,28.886456,11.891111,59.561912,52.26,0.0484,0.0496,12.86634691089109,13.256009492574258,2.279559900934426,0.9102383914909092,8.379881597969543,8.586526473734727,2282.0
2021-04-19,OS,Hammen 174,0.0,2,orange,April,2021.0,51.63647,3.74632,-1.54,0.19,0.6,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,7.984089408910892,7.984089408910892,3.937282195341667,3.937282195341667,2.920140739390935,2.920140739390935,888.0
2021-05-28,OS,Hammen 174,1.0,2,orange,Mei,2021.0,51.63647,3.74632,-1.54,0.19,0.6,97.14285714,39.0,65.0,0.2809649999999999,33.195139,5.143382,134.802308,39.703088,0.0233,0.082,10.115138945544556,9.3125102446959,3.1063112640856034,1.4241903593498564,3.622108455076922,2.07135156798651,1450.0
2021-06-15,OS,Hammen 174,2.0,2,orange,Juni,2021.0,51.63647,3.74632,-1.54,0.19,0.6,94.28571429,18.0,62.5,0.4272685,29.920877,6.855455,101.877782,42.391212,0.0951,0.1493,15.578010215346536,17.04264326691419,2.271772208976982,1.0658171820491884,2.4566216812203394,2.144646432146984,1994.0
2021-07-27,OS,Hammen 174,3.0,2,orange,Juli,2021.0,51.63647,3.74632,-1.54,0.19,0.6,90.0,42.0,63.5,0.6401133333333333,37.498494,10.542222,66.977777,48.870317,0.0878,0.1543,17.987366168316832,18.003990396039605,2.2805737960118373,2.457619705178572,2.651975726611527,2.235865255263158,1092.0
2021-09-08,OS,Hammen 174,4.0,2,orange,Augustus,2021.0,51.63647,3.74632,-1.54,0.19,0.6,81.42857143,43.0,61.0,0.7979583333333333,39.287631,11.44193,61.83965,50.405614,0.0209,0.0357,19.057218930693068,19.17192073479491,1.7369188160379267,1.1639243955165692,3.144023990381557,3.5969554126612904,1714.0
2021-09-28,OS,Hammen 174,5.0,2,orange,September,2021.0,51.63647,3.74632,-1.54,0.19,0.6,78.57142857,20.0,53.0,0.879616,36.617514,13.711273,51.842319,52.962364,0.1135,0.1278,18.614554579207923,18.59870852310231,1.7045205793189369,2.5760458864174245,2.8441602869509275,2.786965213015681,342.0
2021-10-23,OS,Hammen 174,6.0,2,orange,Oktober,2021.0,51.63647,3.74632,-1.54,0.19,0.6,67.14285714,25.0,54.0,0.9543153333333332,27.493848,14.179574,50.17293,54.157872,0.0187,0.0478,15.601774054455444,15.055255106435643,1.1394220695454544,1.1195721320873373,4.788603089347826,5.288974126918896,1706.0
2022-04-11,OS,Hammen 174,0.0,2,orange,April,2022.0,51.63647,3.74632,-1.54,0.19,0.6,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.483437450495051,8.483437450495051,1.475227409190608,1.475227409190608,3.9134987098933336,3.9134987098933336,752.0
2022-05-17,OS,Hammen 174,1.0,2,orange,Mei,2022.0,51.63647,3.74632,-1.54,0.19,0.6,92.0,36.0,65.0,0.2809649999999999,25.78,5.39,128.846891,38.1,0.0333,0.0856,11.34638224009901,11.190669871640736,2.503336006965202,1.0499461930371503,3.631732905007093,2.520887503101081,780.0
2022-06-14,OS,Hammen 174,2.0,2,orange,Juni,2022.0,51.63647,3.74632,-1.54,0.19,0.6,73.33333333,28.0,62.5,0.4272685,27.234977,7.552955,92.697435,43.270455,0.0772,0.1847,15.839579658415843,15.351917029290426,2.5292255621153847,0.9289361247176308,3.71646132206654,3.156696184641873,1406.0
2022-07-12,OS,Hammen 174,3.0,2,orange,Juli,2022.0,51.63647,3.74632,-1.54,0.19,0.6,70.0,28.0,63.5,0.6401133333333333,37.410107,9.700714,72.63426,47.543571,0.0767,0.1526,18.707148173267328,18.35028447277228,2.0349345316704524,1.0162165533949814,2.553141980609497,2.6237764895833333,558.0
2022-08-15,OS,Hammen 174,4.0,2,orange,Augustus,2022.0,51.63647,3.74632,-1.54,0.19,0.6,66.66666667,34.0,61.0,0.7979583333333333,35.48543,10.8615,65.058225,49.76175,0.0341,0.0652,20.943954816831685,20.75440688755304,2.307762198043478,2.6763340854387754,2.30933354978624,2.359019770095991,470.0
2022-09-13,OS,Hammen 174,5.0,2,orange,September,2022.0,51.63647,3.74632,-1.54,0.19,0.6,61.66666667,29.0,53.0,0.879616,37.495997,11.814595,59.937832,50.14,0.0329,0.013,21.2297234059406,20.831824304455445,2.2293319747058824,2.820470613672794,2.562022269198674,2.339070245840389,4928.0
2022-10-11,OS,Hammen 174,6.0,2,orange,Oktober,2022.0,51.63647,3.74632,-1.54,0.19,0.6,65.0,28.0,54.0,0.9543153333333332,31.660959,12.802308,55.426478,51.279487,0.0353,0.0407,17.17623311881188,15.70810453052805,2.527150773716931,2.9675756942857143,5.1743824540322585,4.399851665862069,1122.0
